Phylum,Class,Order,Family,Genus,Species,x,y,z
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra subspinipes,10.185108,4.9095297,5.36683
Chordata,Lepidosauria,Squamata,Gekkonidae,Pachydactylus,Pachydactylus punctatus,12.892142,10.488252,3.9578393
Chordata,Lepidosauria,Squamata,Gekkonidae,Paroedura,Paroedura masobe,12.819503,10.4534445,3.7389076
Chordata,Lepidosauria,Squamata,Sphaerodactylidae,Teratoscincus,Teratoscincus microlepis,12.770728,10.426253,4.10755
Chordata,Lepidosauria,Squamata,Gekkonidae,Uroplatus,Uroplatus fimbriatus,8.823841,10.6373625,5.514423
Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra mansoni,14.95122,4.3796415,4.2517467
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra subspinipes,10.024641,4.9083204,5.237455
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra subspinipes,9.824129,4.3036966,5.8332286
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra subspinipes,10.201081,4.4652114,5.6970363
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra subspinipes,9.463439,3.720013,6.296367
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra subspinipes,9.62404,3.9433484,6.064853
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra subspinipes,9.8219795,4.507328,5.594119
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra subspinipes,9.449475,3.6721458,6.2646728
Chordata,Actinopteri,Gobiiformes,Gobiidae,Stiphodon,Stiphodon alcedo,12.296507,10.165592,4.08359
Mollusca,Bivalvia,Venerida,Veneridae,Meretrix,Meretrix lusoria,13.08764,4.336713,2.1787305
Mollusca,Bivalvia,Venerida,Veneridae,Meretrix,Meretrix lusoria,13.042595,4.3333664,2.1872642
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.469065,-1.1613991,12.018926
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.590616,-1.2273285,12.006077
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.520586,-1.2309496,12.087044
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.4515,-1.2830039,12.14632
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.43023,-1.172873,12.041726
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.422913,-1.1879532,12.069337
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.403437,-1.1328324,12.005899
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.437662,-1.1342663,11.998994
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.40751,-1.1726186,12.047714
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.479065,-1.1713943,12.015056
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.549974,-1.2028712,12.030086
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.506212,-1.3190297,12.177794
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.47294,-1.2934378,12.16059
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.498676,-1.1923763,12.035411
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.603971,-1.2226294,12.028412
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.571228,-1.2135848,12.036312
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.495506,-1.1531388,11.994376
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.572313,-1.235315,12.061205
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.559858,-1.2158873,12.047417
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.6297,-1.2795414,12.056524
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.587542,-1.2433543,12.088644
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.4265,-1.1508214,12.020301
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.510908,-1.0914776,11.934655
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.568125,-1.1707112,11.982868
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.517155,-1.1847366,12.025246
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.506502,-1.107633,11.951243
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.541906,-1.193015,12.032963
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.457582,-1.1488551,12.006421
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.50906,-1.1203341,11.959172
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.441923,-1.163488,12.028174
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.424932,-1.1732259,12.041469
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.530066,-1.218007,12.066835
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.428091,-1.1064147,11.966342
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.501543,-1.1775637,12.024271
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.475298,-1.2450941,12.115435
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.431524,-1.1077706,11.9703
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.431623,-1.2116458,12.0752125
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.408682,-1.227884,12.104686
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.491825,-1.2679385,12.13254
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.441097,-1.0918095,11.951491
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.55368,-1.2581733,12.128399
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.447363,-1.0502294,11.906881
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.45238,-1.0642264,11.921609
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.457003,-1.0536005,11.911554
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.433924,-1.1042949,11.966204
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.572718,-1.2450902,12.0822525
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.548256,-1.2103069,12.04503
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.469097,-1.2073791,12.074098
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.463125,-1.2708812,12.135836
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.541414,-1.2232795,12.06991
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.571728,-1.2335788,12.071818
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.564537,-1.2136337,12.075074
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.574553,-1.2164581,12.053364
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.563774,-1.2251276,12.0618925
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.596575,-1.1877156,12.006052
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.441343,-1.1355957,12.010421
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.450129,-1.1619518,12.026946
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.56049,-1.296631,12.153665
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.4195,-1.1612954,12.027068
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.502848,-1.2626821,12.127467
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.601501,-1.2131004,12.024304
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.477325,-1.209309,12.073296
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.473267,-1.228147,12.096404
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.454151,-1.2637726,12.127733
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.43687,-1.163123,12.0294485
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.462019,-1.1225905,11.98672
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.463163,-1.3048216,12.168961
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.481274,-1.3260909,12.191131
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.52582,-1.2279339,12.083703
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.425568,-1.1035103,11.967499
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.489086,-1.1855258,12.045112
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.529257,-1.1930658,12.036675
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.545757,-1.1644546,11.9979725
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.55123,-1.2397269,12.086446
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.523558,-1.2245911,12.081548
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.483273,-1.2999281,12.164728
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.4803,-1.1858258,12.072269
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.48162,-1.1824375,12.058652
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.45811,-1.3547257,12.216149
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.526651,-1.219098,12.076093
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.39264,-1.2349565,12.118504
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.489616,-1.2807158,12.146323
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.37156,-1.1060265,11.972611
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.432352,-1.0913681,11.950495
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.502054,-1.1891139,12.016366
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.489464,-1.3039788,12.169398
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.40682,-1.132503,12.0004635
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.452997,-1.1020459,11.957822
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.435633,-1.0724199,11.93026
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.414976,-1.1126196,11.981394
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.42949,-1.1010401,11.959587
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.473606,-1.26678,12.156644
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.42434,-1.1193752,11.986856
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.43961,-1.1406406,12.009503
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.48947,-1.2350339,12.111626
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.42428,-1.1539885,12.021348
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.403805,-1.1105862,11.984806
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.408398,-1.1560422,12.033098
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.55305,-1.2164601,12.054796
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.447458,-1.1483116,12.011175
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.44261,-1.1212319,11.979458
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.445993,-1.1308649,11.98614
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.367172,-1.1264553,11.989591
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.437078,-1.1100397,11.969087
Arthropoda,Insecta,Lepidoptera,Geometridae,Inurois,Inurois punctigera,16.44471,-1.182132,12.047961
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,10.031345,4.9465637,5.1154447
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra calcarata,10.537308,5.262563,4.3801136
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra japonica,11.576941,5.880651,5.485288
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra multidens,11.369432,5.812177,5.5280685
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra multidens,11.346229,5.815345,5.5167975
Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis gracilistylella,9.444759,4.5664454,5.5094132
Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis saligna,9.530762,4.449144,5.7261806
Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis gracilistylella,9.587571,4.425149,5.624181
Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis saligna,9.530577,4.403087,5.7599406
Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis citrella,9.500957,4.4232335,5.6801634
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra multidens,11.308684,5.765419,5.5195546
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,11.744142,5.9441266,5.4336605
Arthropoda,Insecta,Diptera,Cecidomyiidae,Pitydiplosis,Pitydiplosis puerariae,9.449272,3.7870317,6.948632
Arthropoda,Insecta,Diptera,Cecidomyiidae,Pitydiplosis,Pitydiplosis puerariae,9.411966,3.828818,7.001656
Arthropoda,Insecta,Diptera,Cecidomyiidae,Pitydiplosis,Pitydiplosis puerariae,9.452846,3.74569,6.9265075
Arthropoda,Insecta,Diptera,Cecidomyiidae,Pitydiplosis,Pitydiplosis puerariae,9.420074,3.8496914,6.991422
Arthropoda,Insecta,Diptera,Cecidomyiidae,Pitydiplosis,Pitydiplosis puerariae,9.441706,3.8439918,6.9783163
Arthropoda,Insecta,Diptera,Cecidomyiidae,Pitydiplosis,Pitydiplosis puerariae,9.441203,3.8384285,6.9868293
Arthropoda,Insecta,Diptera,Cecidomyiidae,Pitydiplosis,Pitydiplosis puerariae,9.429498,3.8518043,7.0116935
Arthropoda,Insecta,Diptera,Cecidomyiidae,Pitydiplosis,Pitydiplosis puerariae,9.44069,3.8421981,6.969545
Arthropoda,Insecta,Diptera,Cecidomyiidae,Pitydiplosis,Pitydiplosis puerariae,9.419913,3.8560917,7.0116887
Arthropoda,Insecta,Diptera,Cecidomyiidae,Pitydiplosis,Pitydiplosis puerariae,9.452267,3.8313038,6.975937
Arthropoda,Insecta,Diptera,Cecidomyiidae,Pitydiplosis,Pitydiplosis puerariae,9.431048,3.8566492,6.9969215
Arthropoda,Insecta,Diptera,Cecidomyiidae,Pitydiplosis,Pitydiplosis puerariae,9.4204035,3.8469434,7.019916
Arthropoda,Insecta,Diptera,Cecidomyiidae,Resseliella,Resseliella odai,9.890159,3.1530032,6.583769
Arthropoda,Insecta,Diptera,Cecidomyiidae,Dasineura,Dasineura rosae,10.068276,4.040755,6.2009754
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Rhysida,Rhysida longipes,11.65307,6.4865246,5.0753913
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Rhysida,Rhysida immarginata,9.732704,4.878571,5.2271457
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Otostigmus,Otostigmus aculeatus,10.298956,5.089137,5.049306
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Otostigmus,Otostigmus aculeatus,10.264058,5.1711845,5.0287504
Arthropoda,Insecta,Hemiptera,Aleyrodidae,Aleurocanthus,Aleurocanthus spiniferus,13.633565,3.5975168,2.7480922
Arthropoda,Insecta,Hemiptera,Aleyrodidae,Aleurocanthus,Aleurocanthus spiniferus,12.104083,3.367574,3.1889517
Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Scolopocryptops,Scolopocryptops capillipedatus,9.682151,4.822254,5.3172407
Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Scolopocryptops,Scolopocryptops capillipedatus,9.459619,4.721636,5.326802
Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Scolopocryptops,Scolopocryptops capillipedatus,9.994021,4.9161496,5.1848087
Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Scolopocryptops,Scolopocryptops curtus,10.194319,5.2412267,5.0109806
Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Scolopocryptops,Scolopocryptops curtus,10.374527,5.2691545,5.115957
Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Scolopocryptops,Scolopocryptops rubiginosus,10.26882,5.013192,4.9937034
Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna albomarginata,9.46769,3.9010231,5.820526
Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna yu,9.846582,3.9833794,5.511124
Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna decisissima,9.843715,3.9605496,5.497224
Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna epieixelus,9.750487,3.9900274,5.5127134
Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna radiata,9.519762,3.960985,5.7899485
Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora marvanii,10.88968,3.642449,4.504042
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis norna,6.1676416,3.4928904,-5.8190436
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis norna,6.167615,3.492746,-5.8194103
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis norna,6.1676073,3.4928112,-5.819315
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis norna,6.167574,3.4927566,-5.819473
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis norna,6.167557,3.492741,-5.81952
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis norna,6.1675878,3.492775,-5.819347
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis norna,6.167619,3.4928195,-5.819263
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis norna,6.1676297,3.4930599,-5.818642
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis norna,6.1675525,3.492744,-5.81951
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis norna,6.167523,3.492738,-5.819536
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis norna,6.167552,3.4927378,-5.819583
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis norna,6.1675415,3.4927375,-5.8195696
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis melissa,5.818128,8.603054,9.893734
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis melissa,5.7622437,8.633544,9.875898
Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Dugesia,Dugesia japonica,15.7941065,4.1354747,1.5259875
Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Dugesia,Dugesia ryukyuensis,15.788017,4.159214,1.6156974
Arthropoda,Thecostraca,Peltogastridae,Peltogastridae,Dipterosaccus,Dipterosaccus indicus,13.178321,2.740777,1.4320798
Arthropoda,Insecta,Hemiptera,Lygaeidae,Nysius,Nysius expressus,9.985584,2.8642368,5.993461
Arthropoda,Insecta,Hemiptera,Lygaeidae,Spilostethus,Spilostethus hospes,10.069627,3.2932703,6.303685
Arthropoda,Insecta,Hemiptera,Lygaeidae,Spilostethus,Spilostethus hospes,10.1387825,3.2427795,6.3441305
Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,9.929764,2.582673,5.8543434
Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,9.954281,2.5557153,5.843743
Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,9.778947,2.1032858,5.676676
Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Togo,Togo hemipterus,9.998264,3.354666,6.369861
Arthropoda,Insecta,Hemiptera,Lygaeidae,Arocatus,Arocatus sericans,9.992198,3.2923782,6.165594
Arthropoda,Insecta,Hemiptera,Lygaeidae,Arocatus,Arocatus melanostoma,10.066805,3.2251933,6.158572
Arthropoda,Insecta,Lepidoptera,Noctuidae,Helicoverpa,Helicoverpa armigera,9.458094,4.1908154,6.0479836
Arthropoda,Insecta,Lepidoptera,Noctuidae,Helicoverpa,Helicoverpa armigera,9.381374,3.6740973,6.810215
Phoronida,Phoronidae,Phoronidae,Phoronidae,Phoronis,Phoronis emigi,10.411893,5.289989,4.6436396
Arthropoda,Malacostraca,Decapoda,Camptandriidae,Deiratonotus,Deiratonotus cristatus,8.2343645,0.111309074,10.093934
Arthropoda,Malacostraca,Decapoda,Camptandriidae,Deiratonotus,Deiratonotus cristatus,14.087579,5.262008,4.740647
Arthropoda,Malacostraca,Decapoda,Camptandriidae,Deiratonotus,Deiratonotus cristatus,13.93418,5.337759,4.6588187
Arthropoda,Malacostraca,Decapoda,Camptandriidae,Deiratonotus,Deiratonotus cristatus,14.107092,5.278956,4.7110357
Arthropoda,Malacostraca,Decapoda,Camptandriidae,Deiratonotus,Deiratonotus cristatus,14.317205,5.170537,4.6023
Arthropoda,Malacostraca,Decapoda,Camptandriidae,Deiratonotus,Deiratonotus cristatus,14.066951,5.2869954,4.684545
