Phylum,Class,Order,Family,Genus,Species,x,y,z
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Kurokopteryx,Kurokopteryx dolichocerata,10.047243,3.4756668,5.9952836
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Micropterix,Micropterix aureatella,10.289991,3.1525784,6.360952
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Neomicropteryx,Neomicropteryx bifurca,10.272314,3.2716565,6.094752
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Neomicropteryx,Neomicropteryx bifurca,10.199384,3.3268204,6.050582
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Neomicropteryx,Neomicropteryx cornuta,10.198503,3.3280742,6.0760226
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Neomicropteryx,Neomicropteryx elongata,10.1629305,3.3539429,6.0361395
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Neomicropteryx,Neomicropteryx kazusana,10.227806,3.3228498,6.0628595
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Neomicropteryx,Neomicropteryx matsumurana,10.166315,3.4067369,6.005338
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Neomicropteryx,Neomicropteryx nipponensis,17.729858,1.3360566,2.805132
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Neomicropteryx,Neomicropteryx nipponensis,10.094475,3.4050477,6.0178604
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Neomicropteryx,Neomicropteryx nipponensis,10.172306,3.3435724,6.0532556
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Neomicropteryx,Neomicropteryx nipponensis,10.225115,3.2970726,6.0887585
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Paramartyria,Paramartyria semifasciella,10.149971,3.372349,6.03557
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Paramartyria,Paramartyria semifasciella,10.158921,3.341584,6.077613
Arthropoda,Insecta,Lepidoptera,Micropterigidae,Sabatinca,Sabatinca viettei,9.224417,3.8129346,6.6949215
Arthropoda,Insecta,Lepidoptera,Eriocraniidae,Issikiocrania,Issikiocrania japonicella,10.044164,3.8773031,5.531049
Arthropoda,Insecta,Lepidoptera,Eriocraniidae,Issikiocrania,Issikiocrania japonicella,10.047875,3.818606,5.6233015
Arthropoda,Insecta,Lepidoptera,Eriocraniidae,Eriocrania,Eriocrania sakhalinella,10.612473,4.000667,4.942675
Arthropoda,Insecta,Lepidoptera,Elachistidae,Perittia,Perittia andoi,11.204156,3.3024132,5.883386
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus delicatulus,10.681862,0.42117518,10.427371
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus delicatulus,10.679554,0.42862487,10.439533
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus delicatulus,10.667078,0.4780023,10.461943
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus delicatulus,10.682876,0.3855731,10.407179
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus delicatulus,10.683737,0.39197493,10.404382
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus delicatulus,10.664013,0.4400327,10.436031
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus delicatulus,10.748535,0.843436,10.449096
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus delicatulus,10.684385,0.41940576,10.393016
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus delicatulus,10.659167,0.7225972,10.539098
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus delicatulus,9.158039,1.3939892,10.4323845
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus delicatulus,10.647677,0.7065579,10.524534
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus delicatulus,10.653707,0.6961635,10.533185
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus delicatulus,10.715431,0.83225125,10.503682
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus kawadai,10.655416,0.7387248,10.555133
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus kawadai,10.645197,0.7141196,10.562943
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,9.430644,1.3541019,10.347247
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,10.663294,0.49810714,10.480537
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,10.663492,0.5256289,10.499129
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,10.647719,0.5277966,10.512345
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,10.661598,0.52111816,10.530668
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,10.660291,0.5520474,10.521863
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,10.668685,0.5525755,10.516257
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,10.660486,0.53749615,10.518863
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,10.691852,0.45041773,10.456532
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,10.668248,0.5082997,10.469133
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,9.651944,1.3060782,10.414194
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,10.69789,0.4350718,10.408324
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,9.633457,1.3125515,10.404844
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,10.664663,0.47752374,10.464681
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,9.426551,1.3690641,10.335096
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,9.437661,1.3769078,10.331758
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,9.419372,1.3809316,10.333006
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,9.64199,1.3048159,10.410261
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus albisomni,9.645917,1.3062257,10.404509
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus acuticollis,10.702922,0.58279324,10.435367
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus acuticollis,9.463987,1.370514,10.3170185
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus acuticollis,9.442228,1.3767021,10.318411
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.667102,0.43457684,10.431707
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.6672,0.48731336,10.477055
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.614278,0.6195607,10.523216
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.651822,0.5213132,10.509125
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,9.445092,1.3767058,10.315019
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,9.430536,1.3710252,10.335927
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.653089,0.567677,10.517737
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.665475,0.4975109,10.488691
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.6816,0.3572735,10.37974
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.750535,0.76142514,10.419811
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.75987,0.7516292,10.416708
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.744475,0.80840176,10.450211
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.73689,0.8620539,10.456986
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.690606,0.5347796,10.414923
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.667155,0.7560128,10.540033
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.75516,0.83765095,10.446579
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.661775,0.7747838,10.536167
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.775609,0.83152455,10.448351
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.736069,0.90675855,10.466425
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.680432,0.7657455,10.522643
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.697762,0.938729,10.475029
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.685167,0.79455173,10.523891
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.752314,0.8277353,10.414397
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus takakuwai,10.714516,0.64539087,10.423917
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.71425,0.45220694,10.343776
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.679775,0.39942324,10.352038
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.625934,0.30862495,10.296015
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.66105,0.37677348,10.343537
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.645431,0.3804819,10.367696
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.663239,0.35724455,10.355846
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.679504,0.3625868,10.360875
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.608804,0.430103,10.311888
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.699296,0.3613767,10.36546
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.697603,0.34793565,10.318752
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.693107,0.37983507,10.358542
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.719047,0.46285772,10.368921
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.682599,0.36738372,10.355373
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.698544,0.43821335,10.373408
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.653354,0.3341429,10.333924
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.718561,0.40946293,10.318794
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.68576,0.34378216,10.311426
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.604657,0.3622964,10.294005
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus viridicuprus,10.673342,0.32415104,10.3255205
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus akitaorum,10.721844,0.9312309,10.456094
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus akitaorum,10.776732,0.804829,10.437757
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus akitaorum,10.766521,0.7812701,10.456564
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus sugitai,10.674312,0.7651404,10.510848
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus sugitai,10.698269,0.5798331,10.432142
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus urushiyamai,10.761687,0.8087072,10.420664
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus urushiyamai,10.714956,0.89457506,10.45941
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus urushiyamai,10.741509,0.628175,10.396832
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus urushiyamai,10.749874,0.6319174,10.378493
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus urushiyamai,10.787916,0.7980774,10.409215
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus sue,10.600864,0.27031216,10.353057
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus sue,10.682155,0.3858234,10.316587
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus sue,10.706557,0.45467857,10.342245
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus hongwonpyoi,10.732301,0.57456195,10.306434
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus hongwonpyoi,10.778442,0.5755491,10.275687
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus hongwonpyoi,10.763567,0.65500563,10.300021
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus caprea,10.636023,0.5290771,10.469219
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus caprea,10.650965,0.47787115,10.439508
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus caraboides,10.625274,0.63330585,10.476813
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus virescens,10.667478,0.3605701,10.312681
Arthropoda,Insecta,Coleoptera,Lucanidae,Platycerus,Platycerus virescens,10.785281,0.5523799,10.384773
Arthropoda,Chilopoda,Geophilomorpha,Mecistocephalidae,Mecistocephalus,Mecistocephalus japonicus,10.435797,5.2543035,5.070725
Arthropoda,Chilopoda,Geophilomorpha,Mecistocephalidae,Mecistocephalus,Mecistocephalus japonicus,11.581447,6.369354,5.0320215
Annelida,Clitellata,Crassiclitellata,Megascolecidae,Metaphire,Metaphire sieboldi,13.992977,7.202962,5.9033465
Annelida,Clitellata,Crassiclitellata,Megascolecidae,Metaphire,Metaphire sieboldi,14.195154,7.256041,5.9625626
Arthropoda,Chilopoda,Geophilomorpha,Mecistocephalidae,Mecistocephalus,Mecistocephalus marmoratus,11.298509,6.389037,4.7760983
Arthropoda,Chilopoda,Geophilomorpha,Mecistocephalidae,Mecistocephalus,Mecistocephalus marmoratus,11.359504,6.735558,4.411988
Chordata,Lepidosauria,Squamata,Eublepharidae,Hemitheconyx,Hemitheconyx caudicinctus,12.776775,10.407885,4.161578
Chordata,Lepidosauria,Squamata,Eublepharidae,Hemitheconyx,Hemitheconyx taylori,12.949972,10.354373,4.293382
Chordata,Actinopteri,Anguilliformes,Congridae,Conger,Conger myriaster,12.436292,10.79047,3.9637215
Chordata,Actinopteri,Anguilliformes,Congridae,Conger,Conger myriaster,12.420543,10.794165,3.9620428
Chordata,Actinopteri,Anguilliformes,Congridae,Conger,Conger myriaster,12.434532,10.774129,3.9807541
Chordata,Actinopteri,Anguilliformes,Congridae,Conger,Conger myriaster,12.439827,10.779382,3.9573631
Chordata,Actinopteri,Anguilliformes,Congridae,Conger,Conger myriaster,12.430757,10.779318,3.9662802
Chordata,Actinopteri,Anguilliformes,Congridae,Conger,Conger myriaster,12.424922,10.784866,3.9562845
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.765222,10.5862055,4.5232315
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.435702,10.98263,4.9624033
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.360782,10.948589,4.8966136
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.428284,10.984715,4.9568663
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,14.072873,10.544291,4.568352
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,14.079987,10.54592,4.5696144
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.423715,10.981458,4.958321
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.391019,10.992841,4.944084
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.399927,10.959475,4.911643
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.408933,10.99472,4.9451437
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.431091,10.964582,4.9444723
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,14.068189,10.541633,4.5604887
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.331716,10.955553,4.8659334
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,14.084497,10.545168,4.567623
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,14.047908,10.556017,4.56904
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,14.110082,10.526819,4.560786
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,14.071543,10.546191,4.567661
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,14.081434,10.544825,4.5679517
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,14.033962,10.544418,4.576337
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.736439,10.590442,4.5209785
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.758535,10.605384,4.530334
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.698684,10.604901,4.5177755
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,14.031192,10.548311,4.5706825
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.406169,10.895936,4.85876
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.373385,10.8522215,4.7957926
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.403819,10.911122,4.857258
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.422037,10.872447,4.807287
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.368575,10.867216,4.811617
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.356478,10.836362,4.783825
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.305801,10.7118225,4.661363
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus penicillatus,13.376893,10.882383,4.8553166
Arthropoda,Chilopoda,Geophilomorpha,Mecistocephalidae,Mecistocephalus,Mecistocephalus marmoratus,11.618041,6.3718867,4.8432865
Arthropoda,Chilopoda,Geophilomorpha,Mecistocephalidae,Mecistocephalus,Mecistocephalus marmoratus,12.585109,6.0697722,4.6395626
Arthropoda,Chilopoda,Geophilomorpha,Mecistocephalidae,Mecistocephalus,Mecistocephalus multidentatus,11.294631,7.146146,3.957996
Arthropoda,Chilopoda,Geophilomorpha,Mecistocephalidae,Mecistocephalus,Mecistocephalus multidentatus,11.299504,7.103689,3.9885943
Arthropoda,Chilopoda,Geophilomorpha,Mecistocephalidae,Mecistocephalus,Mecistocephalus diversisternus,11.627362,6.401142,5.002491
Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Cryptops,Cryptops japonicus,11.621644,6.397483,4.9797025
Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Cryptops,Cryptops japonicus,11.656799,6.3714027,4.915259
Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Cryptops,Cryptops japonicus,11.588459,6.3465657,4.9458833
Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Cryptops,Cryptops japonicus,11.580176,6.358432,5.0191026
Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Dibothriocephalus,Dibothriocephalus nihonkaiensis,16.28425,4.419158,0.61567634
Chordata,Actinopteri,Scombriformes,Centrolophidae,Schedophilus,Schedophilus velaini,12.855462,6.3321705,4.548298
Chordata,Actinopteri,Scombriformes,Centrolophidae,Schedophilus,Schedophilus velaini,12.74092,6.377397,4.5207396
Chordata,Actinopteri,Scombriformes,Centrolophidae,Schedophilus,Schedophilus velaini,12.82392,6.3145785,4.5309334
Chordata,Actinopteri,Scombriformes,Centrolophidae,Schedophilus,Schedophilus velaini,12.813836,6.2986894,4.5196
Chordata,Actinopteri,Scombriformes,Centrolophidae,Schedophilus,Schedophilus velaini,12.82437,6.3195243,4.5571084
Chordata,Actinopteri,Scombriformes,Centrolophidae,Schedophilus,Schedophilus velaini,12.820261,6.3280263,4.535147
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Blanfordia,Blanfordia japonica,10.447644,4.553247,3.7719486
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Blanfordia,Blanfordia integra,10.68461,4.460587,3.826842
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Blanfordia,Blanfordia japonica,10.540925,4.5575237,3.8093252
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Blanfordia,Blanfordia japonica,10.194697,4.9502864,4.41648
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Blanfordia,Blanfordia japonica,10.479725,4.707353,4.0369883
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Cecina,Cecina manchurica,10.499484,4.5468407,3.8783844
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Cecina,Cecina manchurica,10.55296,4.549321,3.8696713
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Fukuia,Fukuia kurodai,10.623492,4.469588,3.8098779
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Fukuia,Fukuia kurodai,10.653048,4.46486,3.8016884
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Fukuia,Fukuia kurodai,10.616614,4.4749203,3.7982914
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Fukuia,Fukuia kurodai,10.59754,4.4813743,3.8142214
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Fukuia,Fukuia kurodai,10.635966,4.472684,3.7988966
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Fukuia,Fukuia kurodai,10.656479,4.4592533,3.7927163
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Fukuia,Fukuia kurodai,10.795559,4.4357266,3.8208542
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Oncomelania,Oncomelania hupensis,10.629768,4.473816,3.7943985
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Oncomelania,Oncomelania minima,11.231872,4.481907,3.9880097
Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Oncomelania,Oncomelania minima,11.26499,4.261538,3.9814355
Mollusca,Gastropoda,Littorinimorpha,Assimineidae,Angustassiminea,Angustassiminea satumana,10.947881,4.396736,3.7317417
Mollusca,Gastropoda,Littorinimorpha,Assimineidae,Assiminea,Assiminea hiradoensis,10.576049,4.498753,3.8250191
Mollusca,Gastropoda,Littorinimorpha,Assimineidae,Paludinellassiminea,Paludinellassiminea japonica,8.92107,4.540537,5.1197147
Mollusca,Gastropoda,Littorinimorpha,Assimineidae,Pseudomphala,Pseudomphala miyazakii,10.535857,4.4681273,3.7905622
Mollusca,Gastropoda,Littorinimorpha,Truncatellidae,Truncatella,Truncatella pfeifferi,8.973766,4.520215,5.149504
Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Akiyoshia,Akiyoshia kobayashii,9.187262,4.5317726,4.904913
Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Tectarius,Tectarius spinulosus,11.674139,6.4603214,4.6558914
Chordata,Amphibia,Anura,Microhylidae,Chaperina,Chaperina fusca,11.638615,5.9613376,3.625215
Chordata,Amphibia,Anura,Microhylidae,Cophixalus,Cophixalus cryptotympanum,11.661472,5.8905478,3.57088
Chordata,Amphibia,Anura,Microhylidae,Dyscophus,Dyscophus guineti,11.370108,5.9256835,3.9983683
Chordata,Amphibia,Anura,Microhylidae,Kalophrynus,Kalophrynus interlineatus,11.614261,5.819078,3.522087
Chordata,Amphibia,Anura,Microhylidae,Kalophrynus,Kalophrynus pleurostigma,11.604393,5.8149834,3.5266178
Chordata,Amphibia,Anura,Microhylidae,Uperodon,Uperodon taprobanicus,11.280183,7.2921963,3.861784
Chordata,Amphibia,Anura,Microhylidae,Metaphrynella,Metaphrynella pollicaris,11.642484,5.870007,3.5651937
Chordata,Amphibia,Anura,Microhylidae,Metaphrynella,Metaphrynella sundana,11.626762,5.729086,3.4141645
Chordata,Amphibia,Anura,Microhylidae,Microhyla,Microhyla annectens,11.469338,6.885977,3.8526528
Chordata,Amphibia,Anura,Microhylidae,Microhyla,Microhyla marmorata,11.583622,5.8383,3.5537913
Chordata,Amphibia,Anura,Microhylidae,Micryletta,Micryletta inornata,11.566433,5.9926434,3.7035627
Chordata,Amphibia,Anura,Microhylidae,Phrynella,Phrynella pulchra,11.629725,5.933606,3.6422114
Chordata,Amphibia,Anura,Microhylidae,Phrynomantis,Phrynomantis microps,11.62229,6.0098042,3.6906073
Chordata,Amphibia,Anura,Microhylidae,Plethodontohyla,Plethodontohyla inguinalis,14.54761,5.262091,4.0097456
Chordata,Amphibia,Anura,Microhylidae,Uperodon,Uperodon montanus,11.414005,6.0228095,3.8880045
Chordata,Amphibia,Anura,Microhylidae,Scaphiophryne,Scaphiophryne madagascariensis,11.638336,5.821119,3.5501108
Chordata,Amphibia,Anura,Hemisotidae,Hemisus,Hemisus marmoratus,13.064597,10.737484,4.6908393
Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius,Hyperolius viridiflavus,12.665963,10.512795,3.9016986
Chordata,Amphibia,Anura,Arthroleptidae,Trichobatrachus,Trichobatrachus robustus,13.306249,10.855385,4.897039
Chordata,Amphibia,Anura,Mantellidae,Blommersia,Blommersia wittei,11.614945,5.8231564,3.5846136
Chordata,Amphibia,Anura,Hylidae,Agalychnis,Agalychnis callidryas,11.464672,5.929923,3.9018369
Chordata,Amphibia,Anura,Megophryidae,Megophrys,Megophrys nasuta,11.313746,5.8219285,3.9308004
Chordata,Amphibia,Anura,Pelobatidae,Scaphiopus,Scaphiopus holbrookii,11.966885,6.404653,4.633685
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra subspinipes,10.2249775,4.91292,4.8961587
Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra subspinipes,10.129617,4.795267,5.3731446
